1686480730.761087 Coordinates x=928 px, y=525 px
1686480730.792343 Coordinates x=977 px, y=488 px
1686480730.808074 Coordinates x=1022 px, y=460 px
1686480730.830467 Coordinates x=1022 px, y=460 px
1686480730.8458862 Coordinates x=1041 px, y=446 px
1686480730.861563 Coordinates x=1041 px, y=446 px
1686480730.8773131 Coordinates x=1055 px, y=431 px
1686480730.892975 Coordinates x=1055 px, y=431 px
1686480730.908539 Coordinates x=1055 px, y=431 px
1686480730.9242527 Coordinates x=1062 px, y=406 px
1686480730.940486 Coordinates x=1062 px, y=380 px
1686480730.9563222 Coordinates x=1062 px, y=380 px
1686480730.9719641 Coordinates x=1062 px, y=380 px
1686480730.9873793 Coordinates x=1058 px, y=357 px
1686480731.00293 Coordinates x=1058 px, y=357 px
1686480731.0183218 Coordinates x=1052 px, y=336 px
1686480731.0426903 Coordinates x=1052 px, y=336 px
1686480731.0583518 Coordinates x=1048 px, y=326 px
1686480731.073978 Coordinates x=1048 px, y=326 px
1686480731.0896 Coordinates x=1046 px, y=322 px
1686480731.105393 Coordinates x=1046 px, y=322 px
1686480731.121026 Coordinates x=1045 px, y=319 px
1686480731.1368983 Coordinates x=1045 px, y=319 px
1686480731.1527388 Coordinates x=1045 px, y=318 px
1686480731.1684089 Coordinates x=1045 px, y=318 px
1686480731.1840134 Coordinates x=1061 px, y=330 px
1686480731.199609 Coordinates x=1061 px, y=330 px
1686480731.2152264 Coordinates x=1246 px, y=590 px
1686480731.2310424 Coordinates x=1246 px, y=590 px
1686480731.2599697 Coordinates x=1321 px, y=650 px
1686480731.275745 Coordinates x=1353 px, y=674 px
1686480731.291447 Coordinates x=1353 px, y=674 px
1686480731.307001 Coordinates x=1353 px, y=674 px
1686480731.3225195 Coordinates x=1368 px, y=690 px
1686480731.3374302 Coordinates x=1383 px, y=704 px
1686480731.3528817 Coordinates x=1383 px, y=704 px
1686480731.3689141 Coordinates x=1383 px, y=704 px
1686480731.384955 Coordinates x=1395 px, y=713 px
1686480731.4007373 Coordinates x=1395 px, y=713 px
1686480731.4259858 Coordinates x=1415 px, y=726 px
1686480731.4416664 Coordinates x=1427 px, y=732 px
1686480731.457474 Coordinates x=1427 px, y=732 px
1686480731.4725306 Coordinates x=1427 px, y=732 px
1686480731.488117 Coordinates x=1315 px, y=722 px
1686480731.5042074 Coordinates x=1315 px, y=722 px
1686480731.5193589 Coordinates x=672 px, y=602 px
1686480731.5434794 Coordinates x=672 px, y=602 px
1686480731.559103 Coordinates x=552 px, y=558 px
1686480731.574759 Coordinates x=442 px, y=491 px
1686480731.5903842 Coordinates x=442 px, y=491 px
1686480731.6060178 Coordinates x=442 px, y=491 px
1686480731.621643 Coordinates x=360 px, y=431 px
1686480731.6374016 Coordinates x=360 px, y=431 px
1686480731.6530535 Coordinates x=337 px, y=410 px
1686480731.6687856 Coordinates x=337 px, y=410 px
1686480731.6843967 Coordinates x=323 px, y=396 px
1686480731.7000265 Coordinates x=323 px, y=396 px
1686480731.7156577 Coordinates x=313 px, y=382 px
1686480731.7320354 Coordinates x=313 px, y=382 px
1686480731.747135 Coordinates x=306 px, y=371 px
1686480731.7632322 Coordinates x=306 px, y=371 px
1686480731.7788563 Coordinates x=299 px, y=365 px
1686480731.7944822 Coordinates x=299 px, y=365 px
1686480731.8101144 Coordinates x=294 px, y=373 px
1686480731.8257267 Coordinates x=294 px, y=373 px
1686480731.8419487 Coordinates x=290 px, y=381 px
1686480731.8576195 Coordinates x=290 px, y=381 px
1686480731.8732405 Coordinates x=290 px, y=381 px
1686480731.888859 Coordinates x=287 px, y=387 px
1686480731.904488 Coordinates x=287 px, y=387 px
1686480731.920207 Coordinates x=284 px, y=392 px
1686480731.9364502 Coordinates x=284 px, y=392 px
1686480731.9521978 Coordinates x=280 px, y=395 px
1686480731.967865 Coordinates x=280 px, y=395 px
1686480731.9835005 Coordinates x=278 px, y=395 px
1686480731.9991074 Coordinates x=278 px, y=395 px
1686480732.0147665 Coordinates x=288 px, y=384 px
1686480732.0308957 Coordinates x=288 px, y=384 px
1686480732.0467455 Coordinates x=303 px, y=373 px
1686480732.0622594 Coordinates x=303 px, y=373 px
1686480732.0778704 Coordinates x=332 px, y=346 px
1686480732.0936122 Coordinates x=332 px, y=346 px
1686480732.1092503 Coordinates x=332 px, y=346 px
1686480732.1248806 Coordinates x=364 px, y=322 px
1686480732.1412244 Coordinates x=364 px, y=322 px
1686480732.1570857 Coordinates x=404 px, y=331 px
1686480732.172701 Coordinates x=404 px, y=331 px
1686480732.188241 Coordinates x=461 px, y=360 px
1686480732.2039576 Coordinates x=461 px, y=360 px
1686480732.2195485 Coordinates x=518 px, y=382 px
1686480732.2357855 Coordinates x=518 px, y=382 px
1686480732.2514558 Coordinates x=562 px, y=397 px
1686480732.2670739 Coordinates x=562 px, y=397 px
1686480732.2828705 Coordinates x=752 px, y=426 px
1686480732.2985065 Coordinates x=752 px, y=426 px
1686480732.3141284 Coordinates x=834 px, y=438 px
1686480732.3302393 Coordinates x=834 px, y=438 px
1686480732.345604 Coordinates x=862 px, y=451 px
1686480732.3608963 Coordinates x=862 px, y=451 px
1686480732.3771038 Coordinates x=881 px, y=460 px
1686480732.3926136 Coordinates x=881 px, y=460 px
1686480732.4080513 Coordinates x=881 px, y=460 px
1686480732.4241443 Coordinates x=902 px, y=469 px
