1687006137.151862 Coordinates x=606 px, y=522 px
1687006137.1709056 Coordinates x=606 px, y=517 px
1687006137.185892 Coordinates x=606 px, y=517 px
1687006137.201941 Coordinates x=607 px, y=515 px
1687006137.217807 Coordinates x=607 px, y=515 px
1687006137.2334433 Coordinates x=609 px, y=515 px
1687006137.2495477 Coordinates x=609 px, y=515 px
1687006137.2649455 Coordinates x=612 px, y=516 px
1687006137.2800925 Coordinates x=612 px, y=516 px
1687006137.295937 Coordinates x=612 px, y=516 px
1687006137.3116696 Coordinates x=614 px, y=517 px
1687006137.3268945 Coordinates x=614 px, y=517 px
1687006137.34289 Coordinates x=614 px, y=517 px
1687006137.3581595 Coordinates x=616 px, y=517 px
1687006137.3740458 Coordinates x=616 px, y=517 px
1687006137.3894572 Coordinates x=618 px, y=518 px
1687006137.4051507 Coordinates x=619 px, y=517 px
1687006137.4208002 Coordinates x=619 px, y=517 px
1687006137.4368308 Coordinates x=620 px, y=518 px
1687006137.4530933 Coordinates x=620 px, y=518 px
1687006137.4681382 Coordinates x=621 px, y=518 px
1687006137.4833264 Coordinates x=621 px, y=518 px
1687006137.4988997 Coordinates x=621 px, y=518 px
1687006137.5146184 Coordinates x=620 px, y=517 px
1687006137.5303833 Coordinates x=620 px, y=517 px
1687006137.5457854 Coordinates x=570 px, y=494 px
1687006137.561542 Coordinates x=500 px, y=445 px
1687006137.57755 Coordinates x=500 px, y=445 px
1687006137.5935514 Coordinates x=375 px, y=378 px
1687006137.6095488 Coordinates x=375 px, y=378 px
1687006137.6251316 Coordinates x=316 px, y=354 px
1687006137.6409652 Coordinates x=316 px, y=354 px
1687006137.6561959 Coordinates x=316 px, y=354 px
1687006137.6717792 Coordinates x=289 px, y=344 px
1687006137.6869795 Coordinates x=289 px, y=344 px
1687006137.7023072 Coordinates x=264 px, y=324 px
1687006137.7183104 Coordinates x=264 px, y=324 px
1687006137.7335389 Coordinates x=256 px, y=316 px
1687006137.7492237 Coordinates x=256 px, y=316 px
1687006137.7651181 Coordinates x=250 px, y=309 px
1687006137.7811189 Coordinates x=250 px, y=309 px
1687006137.7963572 Coordinates x=252 px, y=298 px
1687006137.8117924 Coordinates x=252 px, y=298 px
1687006137.82765 Coordinates x=257 px, y=291 px
1687006137.8431332 Coordinates x=257 px, y=291 px
1687006137.858757 Coordinates x=259 px, y=288 px
1687006137.8742702 Coordinates x=259 px, y=288 px
1687006137.8903284 Coordinates x=261 px, y=283 px
1687006137.9055343 Coordinates x=261 px, y=283 px
1687006137.920396 Coordinates x=261 px, y=283 px
1687006137.9366748 Coordinates x=261 px, y=283 px
1687006137.9515543 Coordinates x=279 px, y=269 px
1687006137.9665718 Coordinates x=279 px, y=269 px
1687006137.9825718 Coordinates x=304 px, y=253 px
1687006137.9982789 Coordinates x=331 px, y=244 px
1687006138.0145206 Coordinates x=331 px, y=244 px
1687006138.0300107 Coordinates x=351 px, y=240 px
1687006138.0455086 Coordinates x=351 px, y=240 px
1687006138.0606098 Coordinates x=379 px, y=229 px
1687006138.076409 Coordinates x=379 px, y=229 px
