1687082913.2019973 Coordinates x=992 px, y=612 px
1687082913.224946 Coordinates x=942 px, y=606 px
1687082913.240791 Coordinates x=942 px, y=606 px
1687082913.2567914 Coordinates x=912 px, y=606 px
1687082913.2727997 Coordinates x=912 px, y=606 px
1687082913.2917905 Coordinates x=907 px, y=609 px
1687082913.304808 Coordinates x=907 px, y=609 px
1687082913.3207982 Coordinates x=905 px, y=611 px
1687082913.3361614 Coordinates x=905 px, y=611 px
1687082913.3517048 Coordinates x=904 px, y=610 px
1687082913.3673406 Coordinates x=904 px, y=610 px
1687082913.382995 Coordinates x=904 px, y=607 px
1687082913.3990846 Coordinates x=904 px, y=607 px
1687082913.4143274 Coordinates x=905 px, y=605 px
1687082913.4298465 Coordinates x=905 px, y=605 px
1687082913.4451408 Coordinates x=900 px, y=596 px
1687082913.4613686 Coordinates x=900 px, y=596 px
1687082913.4769938 Coordinates x=900 px, y=596 px
1687082913.4924805 Coordinates x=897 px, y=593 px
1687082913.5077252 Coordinates x=897 px, y=593 px
1687082913.5237176 Coordinates x=894 px, y=591 px
1687082913.5392985 Coordinates x=894 px, y=591 px
1687082913.555086 Coordinates x=894 px, y=591 px
1687082913.5705345 Coordinates x=894 px, y=591 px
1687082913.5864692 Coordinates x=893 px, y=585 px
1687082913.6020825 Coordinates x=893 px, y=585 px
1687082913.6172137 Coordinates x=892 px, y=584 px
1687082913.632908 Coordinates x=892 px, y=584 px
1687082913.6485965 Coordinates x=889 px, y=580 px
1687082913.6640522 Coordinates x=889 px, y=580 px
1687082913.6797476 Coordinates x=889 px, y=572 px
1687082913.6953793 Coordinates x=889 px, y=572 px
1687082913.71152 Coordinates x=889 px, y=572 px
1687082913.7271523 Coordinates x=882 px, y=566 px
1687082913.7426608 Coordinates x=882 px, y=566 px
1687082913.758218 Coordinates x=867 px, y=550 px
1687082913.7741606 Coordinates x=867 px, y=550 px
1687082913.7894976 Coordinates x=852 px, y=536 px
1687082913.8047101 Coordinates x=852 px, y=536 px
1687082913.8206198 Coordinates x=836 px, y=511 px
1687082913.835655 Coordinates x=836 px, y=511 px
1687082913.8513687 Coordinates x=831 px, y=506 px
1687082913.8665478 Coordinates x=831 px, y=506 px
1687082913.882506 Coordinates x=829 px, y=503 px
1687082913.8975062 Coordinates x=829 px, y=503 px
1687082913.91363 Coordinates x=844 px, y=497 px
1687082913.9288285 Coordinates x=844 px, y=497 px
1687082913.9445558 Coordinates x=946 px, y=479 px
1687082913.9600523 Coordinates x=946 px, y=479 px
1687082913.9760787 Coordinates x=946 px, y=479 px
1687082913.991861 Coordinates x=1090 px, y=466 px
1687082914.006897 Coordinates x=1090 px, y=466 px
1687082914.0229404 Coordinates x=1136 px, y=466 px
1687082914.038791 Coordinates x=1136 px, y=466 px
1687082914.0542226 Coordinates x=1172 px, y=460 px
1687082914.0690954 Coordinates x=1172 px, y=460 px
1687082914.0850165 Coordinates x=1196 px, y=462 px
