1687602825.7751684 Coordinates x=806 px, y=420 px
1687602825.7985702 Coordinates x=820 px, y=405 px
1687602825.8137126 Coordinates x=820 px, y=405 px
1687602825.8291104 Coordinates x=832 px, y=396 px
1687602825.8448062 Coordinates x=832 px, y=396 px
1687602825.861009 Coordinates x=841 px, y=391 px
1687602825.8765173 Coordinates x=841 px, y=391 px
1687602825.8918178 Coordinates x=849 px, y=387 px
1687602825.9071543 Coordinates x=849 px, y=387 px
1687602825.9225729 Coordinates x=849 px, y=387 px
1687602825.9382315 Coordinates x=853 px, y=384 px
1687602825.9532857 Coordinates x=858 px, y=380 px
1687602825.968535 Coordinates x=858 px, y=380 px
1687602825.984192 Coordinates x=858 px, y=380 px
1687602825.9995008 Coordinates x=861 px, y=379 px
1687602826.015212 Coordinates x=861 px, y=379 px
1687602826.0302458 Coordinates x=863 px, y=378 px
1687602826.045909 Coordinates x=863 px, y=378 px
1687602826.0613422 Coordinates x=868 px, y=377 px
1687602826.076539 Coordinates x=868 px, y=377 px
1687602826.0913575 Coordinates x=869 px, y=376 px
1687602826.107044 Coordinates x=869 px, y=376 px
1687602826.122143 Coordinates x=869 px, y=376 px
1687602826.1382422 Coordinates x=872 px, y=375 px
1687602826.1528938 Coordinates x=874 px, y=375 px
1687602826.167905 Coordinates x=874 px, y=375 px
1687602826.1836977 Coordinates x=874 px, y=375 px
1687602826.1988828 Coordinates x=876 px, y=374 px
1687602826.214294 Coordinates x=876 px, y=374 px
1687602826.2302966 Coordinates x=878 px, y=373 px
1687602826.2453609 Coordinates x=878 px, y=373 px
1687602826.2604756 Coordinates x=882 px, y=372 px
1687602826.276086 Coordinates x=882 px, y=372 px
1687602826.291851 Coordinates x=884 px, y=373 px
1687602826.3071365 Coordinates x=884 px, y=373 px
1687602826.3224943 Coordinates x=886 px, y=373 px
1687602826.3379767 Coordinates x=886 px, y=373 px
1687602826.3532677 Coordinates x=886 px, y=373 px
1687602826.3692746 Coordinates x=887 px, y=373 px
1687602826.3853836 Coordinates x=888 px, y=373 px
1687602826.4011886 Coordinates x=888 px, y=373 px
1687602826.416537 Coordinates x=888 px, y=373 px
1687602826.4318383 Coordinates x=887 px, y=373 px
1687602826.4479082 Coordinates x=887 px, y=373 px
1687602826.4628253 Coordinates x=860 px, y=373 px
1687602826.478172 Coordinates x=860 px, y=373 px
1687602826.494491 Coordinates x=823 px, y=374 px
1687602826.509822 Coordinates x=823 px, y=374 px
1687602826.525921 Coordinates x=786 px, y=372 px
1687602826.5418904 Coordinates x=786 px, y=372 px
1687602826.5574186 Coordinates x=752 px, y=370 px
1687602826.5729938 Coordinates x=752 px, y=370 px
1687602826.588369 Coordinates x=617 px, y=354 px
1687602826.6038902 Coordinates x=617 px, y=354 px
1687602826.6199572 Coordinates x=617 px, y=354 px
1687602826.6360474 Coordinates x=549 px, y=348 px
1687602826.651804 Coordinates x=549 px, y=348 px
1687602826.6679115 Coordinates x=515 px, y=342 px
1687602826.6829433 Coordinates x=515 px, y=342 px
1687602826.699023 Coordinates x=488 px, y=340 px
1687602826.7150385 Coordinates x=488 px, y=340 px
1687602826.7310987 Coordinates x=445 px, y=343 px
1687602826.7471907 Coordinates x=445 px, y=343 px
1687602826.7627628 Coordinates x=394 px, y=345 px
1687602826.7788224 Coordinates x=394 px, y=345 px
1687602826.794689 Coordinates x=348 px, y=345 px
1687602826.8103018 Coordinates x=348 px, y=345 px
1687602826.825479 Coordinates x=348 px, y=345 px
1687602826.8406267 Coordinates x=325 px, y=347 px
1687602826.856587 Coordinates x=325 px, y=347 px
1687602826.8718581 Coordinates x=307 px, y=350 px
1687602826.8871734 Coordinates x=307 px, y=350 px
1687602826.9025228 Coordinates x=292 px, y=351 px
1687602826.9183877 Coordinates x=292 px, y=351 px
1687602826.9343889 Coordinates x=282 px, y=352 px
1687602826.950391 Coordinates x=282 px, y=352 px
1687602826.9663882 Coordinates x=271 px, y=348 px
1687602826.98208 Coordinates x=271 px, y=348 px
1687602826.9985113 Coordinates x=264 px, y=345 px
1687602827.0137737 Coordinates x=264 px, y=345 px
1687602827.0294452 Coordinates x=259 px, y=342 px
1687602827.044537 Coordinates x=259 px, y=342 px
1687602827.0595365 Coordinates x=253 px, y=333 px
1687602827.0755508 Coordinates x=253 px, y=333 px
1687602827.0909162 Coordinates x=247 px, y=324 px
1687602827.1069791 Coordinates x=247 px, y=324 px
1687602827.1222584 Coordinates x=247 px, y=324 px
1687602827.137564 Coordinates x=243 px, y=317 px
1687602827.1534379 Coordinates x=243 px, y=317 px
1687602827.1688602 Coordinates x=241 px, y=312 px
1687602827.1844912 Coordinates x=241 px, y=312 px
1687602827.1997538 Coordinates x=237 px, y=307 px
1687602827.2151926 Coordinates x=237 px, y=307 px
1687602827.2304718 Coordinates x=237 px, y=307 px
1687602827.2456996 Coordinates x=235 px, y=305 px
1687602827.2618194 Coordinates x=235 px, y=305 px
1687602827.2778208 Coordinates x=234 px, y=302 px
1687602827.2938752 Coordinates x=233 px, y=301 px
1687602827.3096938 Coordinates x=233 px, y=301 px
1687602827.3251314 Coordinates x=234 px, y=300 px
1687602827.340428 Coordinates x=234 px, y=300 px
1687602827.355619 Coordinates x=240 px, y=299 px
1687602827.37169 Coordinates x=240 px, y=299 px
1687602827.387152 Coordinates x=240 px, y=299 px
1687602827.4031837 Coordinates x=272 px, y=303 px
1687602827.419199 Coordinates x=272 px, y=303 px
1687602827.435144 Coordinates x=309 px, y=312 px
1687602827.4513195 Coordinates x=309 px, y=312 px
1687602827.4664292 Coordinates x=330 px, y=317 px
1687602827.4818397 Coordinates x=330 px, y=317 px
1687602827.4977984 Coordinates x=342 px, y=316 px
1687602827.5125778 Coordinates x=342 px, y=316 px
1687602827.5284817 Coordinates x=349 px, y=313 px
1687602827.5444384 Coordinates x=349 px, y=313 px
1687602827.5604956 Coordinates x=355 px, y=310 px
1687602827.575765 Coordinates x=355 px, y=310 px
1687602827.5912538 Coordinates x=361 px, y=309 px
1687602827.606969 Coordinates x=361 px, y=309 px
1687602827.6224966 Coordinates x=361 px, y=309 px
1687602827.6377215 Coordinates x=391 px, y=314 px
1687602827.6536458 Coordinates x=391 px, y=314 px
1687602827.668764 Coordinates x=463 px, y=328 px
1687602827.6841838 Coordinates x=463 px, y=328 px
1687602827.7005367 Coordinates x=493 px, y=337 px
1687602827.7157714 Coordinates x=493 px, y=337 px
1687602827.73107 Coordinates x=515 px, y=345 px
1687602827.746754 Coordinates x=515 px, y=345 px
1687602827.7620656 Coordinates x=535 px, y=352 px
1687602827.7780807 Coordinates x=535 px, y=352 px
1687602827.7937396 Coordinates x=556 px, y=360 px
1687602827.809599 Coordinates x=556 px, y=360 px
1687602827.8251584 Coordinates x=569 px, y=364 px
1687602827.840378 Coordinates x=569 px, y=364 px
1687602827.856076 Coordinates x=569 px, y=364 px
1687602827.8709977 Coordinates x=575 px, y=366 px
1687602827.8864856 Coordinates x=575 px, y=366 px
1687602827.9019082 Coordinates x=580 px, y=368 px
1687602827.917238 Coordinates x=580 px, y=368 px
1687602827.9334385 Coordinates x=585 px, y=368 px
1687602827.9493084 Coordinates x=585 px, y=368 px
1687602827.96452 Coordinates x=590 px, y=368 px
1687602827.979851 Coordinates x=590 px, y=368 px
1687602827.9952796 Coordinates x=592 px, y=367 px
1687602828.011125 Coordinates x=592 px, y=367 px
1687602828.0264416 Coordinates x=592 px, y=367 px
1687602828.0414834 Coordinates x=587 px, y=362 px
1687602828.0568411 Coordinates x=587 px, y=362 px
1687602828.0725608 Coordinates x=581 px, y=353 px
1687602828.0877926 Coordinates x=581 px, y=353 px
1687602828.1034229 Coordinates x=570 px, y=341 px
1687602828.1187851 Coordinates x=570 px, y=341 px
1687602828.1346285 Coordinates x=557 px, y=333 px
1687602828.1499858 Coordinates x=557 px, y=333 px
1687602828.1659317 Coordinates x=543 px, y=329 px
1687602828.18117 Coordinates x=543 px, y=329 px
1687602828.1967523 Coordinates x=527 px, y=331 px
1687602828.2130227 Coordinates x=527 px, y=331 px
1687602828.228151 Coordinates x=524 px, y=331 px
1687602828.2438593 Coordinates x=524 px, y=331 px
1687602828.2594073 Coordinates x=526 px, y=332 px
1687602828.27457 Coordinates x=526 px, y=332 px
1687602828.29002 Coordinates x=526 px, y=332 px
1687602828.3061652 Coordinates x=534 px, y=333 px
1687602828.3219476 Coordinates x=534 px, y=333 px
1687602828.337517 Coordinates x=557 px, y=336 px
1687602828.3532574 Coordinates x=557 px, y=336 px
1687602828.3689091 Coordinates x=584 px, y=337 px
1687602828.3840852 Coordinates x=584 px, y=337 px
1687602828.3998199 Coordinates x=604 px, y=338 px
1687602828.4147756 Coordinates x=604 px, y=338 px
1687602828.4302366 Coordinates x=620 px, y=340 px
1687602828.4462242 Coordinates x=620 px, y=340 px
1687602828.4612634 Coordinates x=633 px, y=341 px
1687602828.4763908 Coordinates x=633 px, y=341 px
1687602828.4919245 Coordinates x=644 px, y=338 px
1687602828.5076125 Coordinates x=644 px, y=338 px
1687602828.5228662 Coordinates x=658 px, y=332 px
1687602828.538721 Coordinates x=658 px, y=332 px
1687602828.5544174 Coordinates x=658 px, y=332 px
1687602828.5698786 Coordinates x=681 px, y=328 px
1687602828.5851827 Coordinates x=681 px, y=328 px
1687602828.6010618 Coordinates x=700 px, y=324 px
1687602828.6167886 Coordinates x=700 px, y=324 px
1687602828.632591 Coordinates x=717 px, y=321 px
1687602828.6473362 Coordinates x=717 px, y=321 px
1687602828.6630147 Coordinates x=728 px, y=369 px
1687602828.6782587 Coordinates x=728 px, y=369 px
1687602828.6942666 Coordinates x=719 px, y=464 px
1687602828.709662 Coordinates x=719 px, y=464 px
1687602828.7249904 Coordinates x=707 px, y=546 px
1687602828.7402897 Coordinates x=707 px, y=546 px
1687602828.7559512 Coordinates x=707 px, y=546 px
1687602828.7709835 Coordinates x=700 px, y=592 px
1687602828.7868693 Coordinates x=696 px, y=623 px
1687602828.8020725 Coordinates x=696 px, y=623 px
1687602828.8175583 Coordinates x=696 px, y=623 px
1687602828.8324182 Coordinates x=716 px, y=651 px
1687602828.848113 Coordinates x=716 px, y=651 px
1687602828.8633628 Coordinates x=952 px, y=721 px
1687602828.8795888 Coordinates x=952 px, y=721 px
1687602828.8953688 Coordinates x=1059 px, y=741 px
1687602828.9110856 Coordinates x=1059 px, y=741 px
1687602828.9265337 Coordinates x=1136 px, y=751 px
1687602828.9423082 Coordinates x=1136 px, y=751 px
1687602828.9580243 Coordinates x=1136 px, y=751 px
1687602828.9734392 Coordinates x=1178 px, y=758 px
1687602828.98943 Coordinates x=1178 px, y=758 px
1687602829.0051036 Coordinates x=1205 px, y=764 px
1687602829.0209103 Coordinates x=1205 px, y=764 px
1687602829.037011 Coordinates x=1240 px, y=771 px
1687602829.052577 Coordinates x=1240 px, y=771 px
1687602829.06824 Coordinates x=1259 px, y=779 px
1687602829.083783 Coordinates x=1259 px, y=779 px
1687602829.0993018 Coordinates x=1273 px, y=788 px
1687602829.1142747 Coordinates x=1273 px, y=788 px
1687602829.129756 Coordinates x=1280 px, y=794 px
1687602829.1458647 Coordinates x=1280 px, y=794 px
1687602829.1619656 Coordinates x=1287 px, y=797 px
1687602829.176832 Coordinates x=1287 px, y=797 px
1687602829.1929593 Coordinates x=1284 px, y=782 px
1687602829.2075975 Coordinates x=1284 px, y=782 px
1687602829.223126 Coordinates x=1075 px, y=536 px
1687602829.2382398 Coordinates x=1075 px, y=536 px
1687602829.2535546 Coordinates x=1075 px, y=536 px
1687602829.268753 Coordinates x=979 px, y=442 px
1687602829.2845626 Coordinates x=979 px, y=442 px
1687602829.3001907 Coordinates x=923 px, y=389 px
1687602829.3160708 Coordinates x=923 px, y=389 px
1687602829.3320801 Coordinates x=889 px, y=351 px
1687602829.3470242 Coordinates x=889 px, y=351 px
1687602829.3618798 Coordinates x=868 px, y=330 px
1687602829.3777006 Coordinates x=868 px, y=330 px
1687602829.393022 Coordinates x=828 px, y=305 px
1687602829.4090521 Coordinates x=828 px, y=305 px
