1687692321.1919608 Coordinates x=304 px, y=928 px
1687692321.211287 Coordinates x=304 px, y=928 px
1687692321.2267964 Coordinates x=304 px, y=928 px
1687692321.242666 Coordinates x=302 px, y=927 px
1687692321.2582743 Coordinates x=304 px, y=923 px
1687692321.2741246 Coordinates x=304 px, y=923 px
1687692321.2901251 Coordinates x=304 px, y=923 px
1687692321.3056192 Coordinates x=305 px, y=914 px
1687692321.3215954 Coordinates x=305 px, y=914 px
1687692321.3414836 Coordinates x=306 px, y=910 px
1687692321.3567443 Coordinates x=306 px, y=910 px
1687692321.3718884 Coordinates x=399 px, y=838 px
1687692321.3876462 Coordinates x=399 px, y=838 px
1687692321.4029198 Coordinates x=793 px, y=529 px
1687692321.4187737 Coordinates x=793 px, y=529 px
1687692321.4342706 Coordinates x=867 px, y=454 px
1687692321.4497082 Coordinates x=867 px, y=454 px
1687692321.4657125 Coordinates x=941 px, y=381 px
1687692321.4816248 Coordinates x=941 px, y=381 px
1687692321.4973173 Coordinates x=990 px, y=301 px
1687692321.5141833 Coordinates x=990 px, y=301 px
1687692321.5409527 Coordinates x=1005 px, y=284 px
1687692321.556772 Coordinates x=1005 px, y=284 px
1687692321.5722032 Coordinates x=1018 px, y=273 px
1687692321.5874424 Coordinates x=1018 px, y=273 px
1687692321.6035213 Coordinates x=1025 px, y=269 px
1687692321.619397 Coordinates x=1025 px, y=269 px
1687692321.634874 Coordinates x=1029 px, y=264 px
1687692321.6508079 Coordinates x=1029 px, y=264 px
1687692321.6668131 Coordinates x=985 px, y=258 px
1687692321.6826224 Coordinates x=985 px, y=258 px
1687692321.69822 Coordinates x=800 px, y=256 px
1687692321.7243927 Coordinates x=701 px, y=250 px
1687692321.7402208 Coordinates x=701 px, y=250 px
1687692321.7558167 Coordinates x=701 px, y=250 px
1687692321.7714407 Coordinates x=672 px, y=245 px
1687692321.7871075 Coordinates x=672 px, y=245 px
1687692321.805084 Coordinates x=648 px, y=245 px
1687692321.820911 Coordinates x=648 px, y=245 px
1687692321.8367887 Coordinates x=591 px, y=246 px
1687692321.8537183 Coordinates x=591 px, y=246 px
1687692321.8695588 Coordinates x=570 px, y=250 px
1687692321.8878725 Coordinates x=570 px, y=250 px
1687692321.9035387 Coordinates x=540 px, y=250 px
1687692321.9194715 Coordinates x=540 px, y=250 px
1687692321.9353235 Coordinates x=521 px, y=252 px
1687692321.950932 Coordinates x=521 px, y=252 px
1687692321.9663942 Coordinates x=501 px, y=250 px
1687692321.9821029 Coordinates x=501 px, y=250 px
1687692321.997849 Coordinates x=485 px, y=245 px
1687692322.0130248 Coordinates x=485 px, y=245 px
1687692322.0287142 Coordinates x=478 px, y=243 px
1687692322.0441117 Coordinates x=478 px, y=243 px
1687692322.0600874 Coordinates x=473 px, y=238 px
1687692322.0757217 Coordinates x=473 px, y=238 px
1687692322.091354 Coordinates x=463 px, y=231 px
1687692322.1073523 Coordinates x=463 px, y=231 px
1687692322.1225345 Coordinates x=463 px, y=231 px
1687692322.1413288 Coordinates x=458 px, y=229 px
1687692322.157042 Coordinates x=458 px, y=229 px
1687692322.1726615 Coordinates x=458 px, y=229 px
1687692322.1882885 Coordinates x=458 px, y=229 px
1687692322.20384 Coordinates x=500 px, y=224 px
1687692322.2199197 Coordinates x=500 px, y=224 px
1687692322.2357502 Coordinates x=553 px, y=224 px
1687692322.2513907 Coordinates x=553 px, y=224 px
1687692322.2668202 Coordinates x=574 px, y=219 px
1687692322.2828178 Coordinates x=574 px, y=219 px
1687692322.2983675 Coordinates x=614 px, y=209 px
1687692322.3137774 Coordinates x=614 px, y=209 px
1687692322.329462 Coordinates x=652 px, y=203 px
1687692322.344898 Coordinates x=652 px, y=203 px
1687692322.360947 Coordinates x=709 px, y=191 px
1687692322.376408 Coordinates x=709 px, y=191 px
1687692322.3917494 Coordinates x=792 px, y=167 px
1687692322.40728 Coordinates x=792 px, y=167 px
1687692322.424122 Coordinates x=792 px, y=167 px
1687692322.4393833 Coordinates x=859 px, y=150 px
1687692322.4553344 Coordinates x=859 px, y=150 px
1687692322.4716887 Coordinates x=859 px, y=150 px
1687692322.4860346 Coordinates x=859 px, y=150 px
1687692322.50744 Coordinates x=902 px, y=142 px
1687692322.523371 Coordinates x=911 px, y=142 px
1687692322.5392144 Coordinates x=930 px, y=145 px
1687692322.554748 Coordinates x=930 px, y=145 px
1687692322.5703857 Coordinates x=939 px, y=146 px
1687692322.5860658 Coordinates x=939 px, y=146 px
1687692322.6016774 Coordinates x=999 px, y=140 px
1687692322.6168547 Coordinates x=999 px, y=140 px
1687692322.6326668 Coordinates x=1081 px, y=130 px
1687692322.6482787 Coordinates x=1081 px, y=130 px
1687692322.6639318 Coordinates x=1136 px, y=119 px
1687692322.6795735 Coordinates x=1136 px, y=119 px
1687692322.6952028 Coordinates x=1188 px, y=101 px
1687692322.7108133 Coordinates x=1188 px, y=101 px
1687692322.7265415 Coordinates x=1242 px, y=91 px
1687692322.7422986 Coordinates x=1242 px, y=91 px
1687692322.7580202 Coordinates x=1277 px, y=91 px
1687692322.77344 Coordinates x=1277 px, y=91 px
1687692322.7892554 Coordinates x=1277 px, y=91 px
1687692322.8048651 Coordinates x=1292 px, y=89 px
1687692322.8207812 Coordinates x=1292 px, y=89 px
