1687695279.2056994 Coordinates x=1014 px, y=168 px
1687695279.2249315 Coordinates x=1014 px, y=168 px
1687695279.2405732 Coordinates x=1014 px, y=168 px
1687695279.2557294 Coordinates x=1013 px, y=167 px
1687695279.2718706 Coordinates x=1013 px, y=167 px
1687695279.287197 Coordinates x=1013 px, y=167 px
1687695279.3061843 Coordinates x=1013 px, y=167 px
1687695279.3222318 Coordinates x=1014 px, y=168 px
1687695279.3383749 Coordinates x=1014 px, y=168 px
1687695279.355591 Coordinates x=1014 px, y=168 px
1687695279.3713562 Coordinates x=1017 px, y=169 px
1687695279.387159 Coordinates x=1017 px, y=169 px
1687695279.402242 Coordinates x=1025 px, y=172 px
1687695279.4261677 Coordinates x=1025 px, y=172 px
1687695279.4420297 Coordinates x=1036 px, y=175 px
1687695279.4578729 Coordinates x=1036 px, y=175 px
1687695279.4733176 Coordinates x=1040 px, y=175 px
1687695279.4889288 Coordinates x=1040 px, y=175 px
1687695279.5047593 Coordinates x=1048 px, y=174 px
1687695279.5202804 Coordinates x=1048 px, y=174 px
1687695279.5359988 Coordinates x=1048 px, y=174 px
1687695279.5522408 Coordinates x=1052 px, y=174 px
1687695279.5680845 Coordinates x=1052 px, y=175 px
1687695279.583675 Coordinates x=1052 px, y=175 px
1687695279.5992918 Coordinates x=1052 px, y=175 px
1687695279.6149533 Coordinates x=1054 px, y=173 px
1687695279.630573 Coordinates x=1054 px, y=173 px
1687695279.646898 Coordinates x=1054 px, y=174 px
1687695279.662747 Coordinates x=1054 px, y=174 px
1687695279.6783686 Coordinates x=803 px, y=184 px
1687695279.6939855 Coordinates x=803 px, y=184 px
1687695279.7096212 Coordinates x=605 px, y=166 px
1687695279.725249 Coordinates x=605 px, y=166 px
1687695279.74158 Coordinates x=558 px, y=159 px
1687695279.7573981 Coordinates x=558 px, y=159 px
1687695279.7729623 Coordinates x=527 px, y=158 px
1687695279.788596 Coordinates x=527 px, y=158 px
1687695279.8043044 Coordinates x=442 px, y=140 px
1687695279.819608 Coordinates x=442 px, y=140 px
1687695279.8394756 Coordinates x=442 px, y=140 px
1687695279.8553765 Coordinates x=328 px, y=132 px
1687695279.8721402 Coordinates x=328 px, y=132 px
1687695279.8873541 Coordinates x=267 px, y=136 px
1687695279.9052403 Coordinates x=167 px, y=137 px
1687695279.9209745 Coordinates x=167 px, y=137 px
1687695279.9396899 Coordinates x=124 px, y=146 px
1687695279.9553688 Coordinates x=124 px, y=146 px
1687695279.9732885 Coordinates x=86 px, y=149 px
1687695279.9893465 Coordinates x=86 px, y=149 px
1687695280.0060863 Coordinates x=67 px, y=155 px
1687695280.0213366 Coordinates x=67 px, y=155 px
1687695280.0394485 Coordinates x=55 px, y=159 px
1687695280.0546532 Coordinates x=55 px, y=159 px
1687695280.0738468 Coordinates x=47 px, y=158 px
1687695280.0893235 Coordinates x=47 px, y=158 px
1687695280.1051426 Coordinates x=42 px, y=158 px
1687695280.1205723 Coordinates x=42 px, y=158 px
1687695280.1363957 Coordinates x=37 px, y=159 px
1687695280.152166 Coordinates x=37 px, y=159 px
1687695280.167919 Coordinates x=34 px, y=159 px
1687695280.183547 Coordinates x=34 px, y=159 px
1687695280.1992068 Coordinates x=34 px, y=159 px
1687695280.2148578 Coordinates x=31 px, y=160 px
1687695280.2304757 Coordinates x=31 px, y=160 px
1687695280.246346 Coordinates x=28 px, y=161 px
1687695280.262193 Coordinates x=28 px, y=161 px
1687695280.2778127 Coordinates x=26 px, y=162 px
1687695280.2934382 Coordinates x=26 px, y=162 px
1687695280.3090718 Coordinates x=26 px, y=162 px
1687695280.3244958 Coordinates x=26 px, y=162 px
1687695280.339792 Coordinates x=26 px, y=162 px
1687695280.3551404 Coordinates x=43 px, y=159 px
1687695280.37013 Coordinates x=43 px, y=159 px
1687695280.3860013 Coordinates x=105 px, y=156 px
1687695280.4014218 Coordinates x=174 px, y=148 px
1687695280.4171891 Coordinates x=174 px, y=148 px
1687695280.4331305 Coordinates x=174 px, y=148 px
1687695280.448743 Coordinates x=213 px, y=147 px
1687695280.4646838 Coordinates x=213 px, y=147 px
1687695280.4800777 Coordinates x=226 px, y=155 px
1687695280.4958885 Coordinates x=226 px, y=155 px
1687695280.5111327 Coordinates x=227 px, y=157 px
1687695280.527225 Coordinates x=227 px, y=157 px
1687695280.5432613 Coordinates x=229 px, y=157 px
1687695280.5591834 Coordinates x=229 px, y=157 px
1687695280.5752988 Coordinates x=238 px, y=158 px
1687695280.5906606 Coordinates x=238 px, y=158 px
1687695280.606283 Coordinates x=322 px, y=170 px
1687695280.6214862 Coordinates x=322 px, y=170 px
1687695280.6371443 Coordinates x=441 px, y=179 px
1687695280.6525226 Coordinates x=441 px, y=179 px
1687695280.667248 Coordinates x=441 px, y=179 px
1687695280.6825068 Coordinates x=459 px, y=178 px
1687695280.698494 Coordinates x=459 px, y=178 px
1687695280.714311 Coordinates x=479 px, y=175 px
1687695280.730086 Coordinates x=479 px, y=175 px
1687695280.7457592 Coordinates x=487 px, y=174 px
1687695280.761795 Coordinates x=487 px, y=174 px
1687695280.7777162 Coordinates x=490 px, y=172 px
1687695280.793793 Coordinates x=490 px, y=172 px
1687695280.8092794 Coordinates x=496 px, y=165 px
1687695280.8252826 Coordinates x=496 px, y=165 px
1687695280.8413155 Coordinates x=508 px, y=152 px
1687695280.856518 Coordinates x=508 px, y=152 px
1687695280.8725169 Coordinates x=592 px, y=134 px
1687695280.8884735 Coordinates x=592 px, y=134 px
1687695280.904568 Coordinates x=624 px, y=128 px
1687695280.9205003 Coordinates x=624 px, y=128 px
1687695280.9357016 Coordinates x=697 px, y=121 px
1687695280.9513316 Coordinates x=697 px, y=121 px
1687695280.9663236 Coordinates x=697 px, y=121 px
1687695280.9904077 Coordinates x=749 px, y=118 px
1687695281.0062492 Coordinates x=780 px, y=114 px
1687695281.022122 Coordinates x=780 px, y=114 px
1687695281.040214 Coordinates x=800 px, y=111 px
1687695281.0562434 Coordinates x=800 px, y=111 px
1687695281.0722525 Coordinates x=826 px, y=108 px
1687695281.0887103 Coordinates x=826 px, y=108 px
1687695281.1047301 Coordinates x=837 px, y=109 px
1687695281.1237073 Coordinates x=837 px, y=109 px
1687695281.1390984 Coordinates x=838 px, y=111 px
1687695281.1552837 Coordinates x=838 px, y=111 px
1687695281.173759 Coordinates x=837 px, y=113 px
1687695281.1896422 Coordinates x=837 px, y=113 px
1687695281.2057834 Coordinates x=831 px, y=110 px
1687695281.224282 Coordinates x=831 px, y=110 px
1687695281.239832 Coordinates x=824 px, y=107 px
1687695281.2559085 Coordinates x=824 px, y=107 px
1687695281.275062 Coordinates x=812 px, y=100 px
1687695281.2922642 Coordinates x=812 px, y=100 px
1687695281.3085904 Coordinates x=801 px, y=92 px
1687695281.3226204 Coordinates x=801 px, y=92 px
1687695281.3383954 Coordinates x=796 px, y=91 px
1687695281.3545794 Coordinates x=796 px, y=91 px
1687695281.3704424 Coordinates x=774 px, y=93 px
1687695281.386052 Coordinates x=774 px, y=93 px
1687695281.401682 Coordinates x=774 px, y=93 px
1687695281.4171293 Coordinates x=769 px, y=94 px
1687695281.4327517 Coordinates x=769 px, y=94 px
1687695281.4484055 Coordinates x=765 px, y=96 px
1687695281.4640737 Coordinates x=765 px, y=96 px
1687695281.479698 Coordinates x=762 px, y=100 px
1687695281.5043805 Coordinates x=762 px, y=100 px
1687695281.5201347 Coordinates x=756 px, y=114 px
1687695281.5355787 Coordinates x=755 px, y=122 px
1687695281.5513422 Coordinates x=755 px, y=122 px
1687695281.5666957 Coordinates x=794 px, y=137 px
1687695281.5824335 Coordinates x=794 px, y=137 px
1687695281.5986009 Coordinates x=794 px, y=137 px
1687695281.6144488 Coordinates x=848 px, y=152 px
1687695281.6299527 Coordinates x=848 px, y=152 px
1687695281.6458654 Coordinates x=872 px, y=158 px
1687695281.6611583 Coordinates x=872 px, y=158 px
1687695281.6771917 Coordinates x=888 px, y=160 px
1687695281.6928673 Coordinates x=888 px, y=160 px
1687695281.7084181 Coordinates x=911 px, y=183 px
1687695281.7241933 Coordinates x=911 px, y=183 px
1687695281.7396386 Coordinates x=1191 px, y=507 px
1687695281.755463 Coordinates x=1191 px, y=507 px
1687695281.7705953 Coordinates x=1233 px, y=522 px
1687695281.7861285 Coordinates x=1233 px, y=522 px
1687695281.8018677 Coordinates x=1233 px, y=522 px
1687695281.8173974 Coordinates x=1269 px, y=541 px
1687695281.8333814 Coordinates x=1269 px, y=541 px
1687695281.8482218 Coordinates x=1296 px, y=544 px
1687695281.8709333 Coordinates x=1296 px, y=544 px
1687695281.8865952 Coordinates x=1304 px, y=545 px
1687695281.9024107 Coordinates x=1307 px, y=542 px
1687695281.918029 Coordinates x=1307 px, y=542 px
1687695281.933577 Coordinates x=1307 px, y=542 px
1687695281.9494772 Coordinates x=1310 px, y=537 px
1687695281.9653268 Coordinates x=1310 px, y=537 px
1687695281.9807708 Coordinates x=1316 px, y=522 px
1687695281.996502 Coordinates x=1316 px, y=522 px
1687695282.012203 Coordinates x=1321 px, y=498 px
1687695282.027782 Coordinates x=1321 px, y=498 px
1687695282.0434682 Coordinates x=1310 px, y=452 px
1687695282.0591185 Coordinates x=1310 px, y=452 px
1687695282.07501 Coordinates x=1296 px, y=419 px
1687695282.0890026 Coordinates x=1296 px, y=419 px
1687695282.1046536 Coordinates x=1296 px, y=419 px
1687695282.1201696 Coordinates x=1280 px, y=392 px
1687695282.1357744 Coordinates x=1274 px, y=386 px
1687695282.1545572 Coordinates x=1274 px, y=386 px
1687695282.1703947 Coordinates x=1263 px, y=366 px
1687695282.1860223 Coordinates x=1263 px, y=366 px
1687695282.201664 Coordinates x=1263 px, y=366 px
1687695282.2171896 Coordinates x=1291 px, y=343 px
1687695282.2320404 Coordinates x=1291 px, y=343 px
1687695282.2476509 Coordinates x=1409 px, y=304 px
1687695282.2631314 Coordinates x=1409 px, y=304 px
1687695282.2785497 Coordinates x=1495 px, y=278 px
1687695282.294005 Coordinates x=1495 px, y=278 px
1687695282.308718 Coordinates x=1556 px, y=271 px
1687695282.324229 Coordinates x=1556 px, y=271 px
1687695282.3394432 Coordinates x=1591 px, y=263 px
1687695282.3551023 Coordinates x=1591 px, y=263 px
1687695282.370812 Coordinates x=1615 px, y=258 px
1687695282.388081 Coordinates x=1615 px, y=258 px
1687695282.40368 Coordinates x=1628 px, y=250 px
1687695282.4192855 Coordinates x=1628 px, y=250 px
1687695282.4349627 Coordinates x=1628 px, y=250 px
1687695282.4509027 Coordinates x=1635 px, y=240 px
1687695282.4667401 Coordinates x=1635 px, y=240 px
1687695282.4822836 Coordinates x=1638 px, y=236 px
1687695282.498003 Coordinates x=1638 px, y=236 px
1687695282.5138843 Coordinates x=1639 px, y=236 px
1687695282.529427 Coordinates x=1639 px, y=236 px
1687695282.5447874 Coordinates x=1641 px, y=235 px
1687695282.5600193 Coordinates x=1641 px, y=235 px
1687695282.5879576 Coordinates x=1641 px, y=233 px
1687695282.6037366 Coordinates x=1638 px, y=228 px
1687695282.6191964 Coordinates x=1638 px, y=228 px
1687695282.6349633 Coordinates x=1638 px, y=228 px
1687695282.6508162 Coordinates x=1646 px, y=220 px
1687695282.6666262 Coordinates x=1646 px, y=220 px
1687695282.6820865 Coordinates x=1683 px, y=198 px
1687695282.697875 Coordinates x=1683 px, y=198 px
1687695282.7135425 Coordinates x=1746 px, y=192 px
1687695282.7291543 Coordinates x=1746 px, y=192 px
1687695282.7447863 Coordinates x=1781 px, y=194 px
1687695282.7610888 Coordinates x=1781 px, y=194 px
1687695282.7769341 Coordinates x=1796 px, y=193 px
1687695282.7925653 Coordinates x=1796 px, y=193 px
1687695282.8081691 Coordinates x=1813 px, y=184 px
1687695282.8236222 Coordinates x=1813 px, y=184 px
1687695282.8392425 Coordinates x=1831 px, y=176 px
1687695282.8549662 Coordinates x=1831 px, y=176 px
