1686390942.6829586 Coordinates x=1131 px, y=187 px
1686390942.7030127 Coordinates x=1131 px, y=187 px
1686390942.7188537 Coordinates x=1132 px, y=177 px
1686390942.7350192 Coordinates x=1132 px, y=177 px
1686390942.750654 Coordinates x=1133 px, y=170 px
1686390942.7668338 Coordinates x=1133 px, y=170 px
1686390942.7824357 Coordinates x=1137 px, y=162 px
1686390942.797465 Coordinates x=1137 px, y=162 px
1686390942.8133655 Coordinates x=1139 px, y=157 px
1686390942.8281088 Coordinates x=1139 px, y=157 px
1686390942.843813 Coordinates x=1145 px, y=152 px
1686390942.8588777 Coordinates x=1145 px, y=152 px
1686390942.8736541 Coordinates x=1149 px, y=148 px
1686390942.8891988 Coordinates x=1149 px, y=148 px
1686390942.904623 Coordinates x=1152 px, y=146 px
1686390942.9198475 Coordinates x=1152 px, y=146 px
1686390942.9354732 Coordinates x=1152 px, y=146 px
1686390942.9513524 Coordinates x=1155 px, y=142 px
1686390942.966561 Coordinates x=1155 px, y=142 px
1686390942.9825792 Coordinates x=1159 px, y=140 px
1686390942.9980686 Coordinates x=1159 px, y=140 px
1686390943.0131323 Coordinates x=1161 px, y=137 px
1686390943.0290835 Coordinates x=1161 px, y=137 px
1686390943.0441773 Coordinates x=1118 px, y=121 px
1686390943.059897 Coordinates x=1118 px, y=121 px
1686390943.0755553 Coordinates x=686 px, y=69 px
1686390943.0907326 Coordinates x=686 px, y=69 px
1686390943.1061165 Coordinates x=626 px, y=51 px
1686390943.122152 Coordinates x=626 px, y=51 px
1686390943.137861 Coordinates x=568 px, y=31 px
1686390943.1531608 Coordinates x=568 px, y=31 px
1686390943.1685038 Coordinates x=568 px, y=31 px
1686390943.1841323 Coordinates x=527 px, y=21 px
1686390943.1994839 Coordinates x=527 px, y=21 px
1686390943.2153776 Coordinates x=485 px, y=14 px
1686390943.2306244 Coordinates x=485 px, y=14 px
1686390943.246689 Coordinates x=472 px, y=11 px
1686390943.2626882 Coordinates x=472 px, y=11 px
1686390943.2787182 Coordinates x=466 px, y=10 px
1686390943.2947297 Coordinates x=466 px, y=10 px
1686390943.3106575 Coordinates x=454 px, y=8 px
1686390943.3260777 Coordinates x=454 px, y=8 px
1686390943.3413877 Coordinates x=445 px, y=7 px
1686390943.356637 Coordinates x=445 px, y=7 px
1686390943.3717737 Coordinates x=445 px, y=7 px
