1686492408.7437885 Coordinates x=783 px, y=759 px
1686492408.7662146 Coordinates x=783 px, y=759 px
1686492408.7812486 Coordinates x=783 px, y=759 px
1686492408.7972503 Coordinates x=806 px, y=749 px
1686492408.8132474 Coordinates x=824 px, y=744 px
1686492408.8291903 Coordinates x=824 px, y=744 px
1686492408.8448195 Coordinates x=832 px, y=741 px
1686492408.860895 Coordinates x=832 px, y=741 px
1686492408.8765953 Coordinates x=837 px, y=739 px
1686492408.892786 Coordinates x=837 px, y=739 px
1686492408.9084933 Coordinates x=837 px, y=739 px
1686492408.9241176 Coordinates x=839 px, y=738 px
1686492408.9397504 Coordinates x=839 px, y=738 px
1686492408.9553728 Coordinates x=845 px, y=740 px
1686492408.971531 Coordinates x=845 px, y=740 px
1686492408.9872458 Coordinates x=852 px, y=741 px
1686492409.002855 Coordinates x=852 px, y=741 px
1686492409.0184963 Coordinates x=859 px, y=741 px
1686492409.0340998 Coordinates x=859 px, y=741 px
1686492409.0497136 Coordinates x=868 px, y=741 px
1686492409.0658438 Coordinates x=868 px, y=741 px
1686492409.0815432 Coordinates x=874 px, y=741 px
1686492409.0971754 Coordinates x=874 px, y=741 px
1686492409.1127474 Coordinates x=855 px, y=739 px
1686492409.1283731 Coordinates x=855 px, y=739 px
1686492409.1440034 Coordinates x=753 px, y=738 px
1686492409.159619 Coordinates x=753 px, y=738 px
1686492409.1756606 Coordinates x=701 px, y=743 px
1686492409.1913183 Coordinates x=701 px, y=743 px
1686492409.2073946 Coordinates x=701 px, y=743 px
1686492409.2230487 Coordinates x=663 px, y=748 px
1686492409.2386706 Coordinates x=663 px, y=748 px
1686492409.2543252 Coordinates x=638 px, y=751 px
1686492409.2704203 Coordinates x=638 px, y=751 px
1686492409.2860944 Coordinates x=624 px, y=752 px
1686492409.3017118 Coordinates x=624 px, y=752 px
1686492409.3173494 Coordinates x=616 px, y=751 px
1686492409.3329675 Coordinates x=616 px, y=751 px
1686492409.348692 Coordinates x=608 px, y=749 px
1686492409.3648374 Coordinates x=608 px, y=749 px
1686492409.3805354 Coordinates x=602 px, y=746 px
1686492409.3961542 Coordinates x=602 px, y=746 px
1686492409.4119208 Coordinates x=595 px, y=741 px
1686492409.4275126 Coordinates x=595 px, y=741 px
1686492409.4453998 Coordinates x=589 px, y=734 px
1686492409.4610884 Coordinates x=589 px, y=734 px
1686492409.4764915 Coordinates x=559 px, y=703 px
1686492409.4915924 Coordinates x=559 px, y=703 px
1686492409.507691 Coordinates x=559 px, y=703 px
1686492409.5229375 Coordinates x=528 px, y=666 px
1686492409.5386906 Coordinates x=528 px, y=666 px
1686492409.5540423 Coordinates x=499 px, y=620 px
1686492409.569207 Coordinates x=499 px, y=620 px
1686492409.5850277 Coordinates x=484 px, y=594 px
1686492409.6011105 Coordinates x=484 px, y=594 px
1686492409.6166463 Coordinates x=474 px, y=580 px
1686492409.631833 Coordinates x=474 px, y=580 px
1686492409.646955 Coordinates x=469 px, y=570 px
1686492409.6633005 Coordinates x=469 px, y=570 px
1686492409.6792984 Coordinates x=466 px, y=561 px
1686492409.6945384 Coordinates x=466 px, y=561 px
1686492409.7099597 Coordinates x=465 px, y=556 px
1686492409.7252004 Coordinates x=465 px, y=556 px
1686492409.7407646 Coordinates x=465 px, y=556 px
1686492409.755969 Coordinates x=469 px, y=551 px
1686492409.770931 Coordinates x=469 px, y=551 px
1686492409.7988114 Coordinates x=481 px, y=542 px
1686492409.8144073 Coordinates x=495 px, y=536 px
1686492409.829885 Coordinates x=495 px, y=536 px
1686492409.8457186 Coordinates x=508 px, y=531 px
1686492409.8613129 Coordinates x=508 px, y=531 px
1686492409.8775542 Coordinates x=521 px, y=524 px
1686492409.893302 Coordinates x=521 px, y=524 px
1686492409.9090357 Coordinates x=534 px, y=517 px
1686492409.9245584 Coordinates x=534 px, y=517 px
1686492409.9402225 Coordinates x=534 px, y=517 px
1686492409.9558296 Coordinates x=544 px, y=514 px
1686492409.9728959 Coordinates x=544 px, y=514 px
1686492409.9888341 Coordinates x=550 px, y=519 px
1686492410.0040343 Coordinates x=550 px, y=519 px
1686492410.0199895 Coordinates x=564 px, y=557 px
1686492410.0354052 Coordinates x=564 px, y=557 px
1686492410.0505455 Coordinates x=573 px, y=603 px
1686492410.0663483 Coordinates x=573 px, y=603 px
1686492410.0819867 Coordinates x=578 px, y=623 px
1686492410.0976655 Coordinates x=578 px, y=623 px
